,ProductName,CorrectedPrice,BBScrapedPrice,BBCorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType,BBVendorType,BBVendor
1031,"Boon Grass Countertop Drying Rack,Green",36.56,12.0,19.08,Noy Junta,Other,Amazon,Ships from and sold by Amazon.com.
1032,"Boon Grass Countertop Drying Rack,Green",37.58,12.0,19.08,KK Boutique ltd,Other,Amazon,Ships from and sold by Amazon.com.
1033,"Boon Grass Countertop Drying Rack,Green",37.91,12.0,19.08,Lacelle Brothers Ent.,Other,Amazon,Ships from and sold by Amazon.com.
1034,"Boon Grass Countertop Drying Rack,Green",38.11,12.0,19.08,Rumy&Sons,Other,Amazon,Ships from and sold by Amazon.com.
1035,"Boon Grass Countertop Drying Rack,Green",38.11,12.0,19.08,Rumy&Sons,Other,Amazon,Ships from and sold by Amazon.com.
1036,"Boon Grass Countertop Drying Rack,Green",38.29,12.0,19.08,Quick Delivery JP,Other,Amazon,Ships from and sold by Amazon.com.
1037,"Boon Grass Countertop Drying Rack,Green",38.29,12.0,19.08,KYE Pro Shop,Other,Amazon,Ships from and sold by Amazon.com.
1038,"Boon Grass Countertop Drying Rack,Green",38.29,12.0,19.08,Refresh!,Other,Amazon,Ships from and sold by Amazon.com.
1039,"Boon Grass Countertop Drying Rack,Green",38.29,12.0,19.08,UT Mart,Other,Amazon,Ships from and sold by Amazon.com.
1040,"Boon Grass Countertop Drying Rack,Green",38.29,12.0,19.08,Well Products Mart,Other,Amazon,Ships from and sold by Amazon.com.
1041,"Boon Grass Countertop Drying Rack,Green",38.3,12.0,19.08,TSURUYA,Other,Amazon,Ships from and sold by Amazon.com.
1042,"Boon Grass Countertop Drying Rack,Green",38.3,12.0,19.08,BRYME,Other,Amazon,Ships from and sold by Amazon.com.
1043,"Boon Grass Countertop Drying Rack,Green",38.35,12.0,19.08,importations du Japon,Other,Amazon,Ships from and sold by Amazon.com.
1044,"Boon Grass Countertop Drying Rack,Green",38.36,12.0,19.08,TOMODACHI import shop  japan,Other,Amazon,Ships from and sold by Amazon.com.
1045,"Boon Grass Countertop Drying Rack,Green",38.37,12.0,19.08,koKitsune,Other,Amazon,Ships from and sold by Amazon.com.
1046,"Boon Grass Countertop Drying Rack,Green",38.38,12.0,19.08,VogueMe,Other,Amazon,Ships from and sold by Amazon.com.
1047,"Boon Grass Countertop Drying Rack,Green",38.49,12.0,19.08,Hirakihimi,Other,Amazon,Ships from and sold by Amazon.com.
1048,"Boon Grass Countertop Drying Rack,Green",38.49,12.0,19.08,Import Select Shop,Other,Amazon,Ships from and sold by Amazon.com.
1049,"Boon Grass Countertop Drying Rack,Green",38.49,12.0,19.08,H・K・P ( ships from Japan ),Other,Amazon,Ships from and sold by Amazon.com.
1050,"Boon Grass Countertop Drying Rack,Green",38.5,12.0,19.08,the only product,Other,Amazon,Ships from and sold by Amazon.com.
1051,"Boon Grass Countertop Drying Rack,Green",38.5,12.0,19.08,Harbor Online Shop,Other,Amazon,Ships from and sold by Amazon.com.
1052,"Boon Grass Countertop Drying Rack,Green",38.5,12.0,19.08,Great Meister,Other,Amazon,Ships from and sold by Amazon.com.
1053,"Boon Grass Countertop Drying Rack,Green",38.94,12.0,19.08,Golden glory,Other,Amazon,Ships from and sold by Amazon.com.
1054,"Boon Grass Countertop Drying Rack,Green",38.99,12.0,19.08,CretaMarket,Other,Amazon,Ships from and sold by Amazon.com.
1055,"Boon Grass Countertop Drying Rack,Green",39.17,12.0,19.08,JAPANESE brands,Other,Amazon,Ships from and sold by Amazon.com.
1056,"Boon Grass Countertop Drying Rack,Green",39.48,12.0,19.08,mew-mew,Other,Amazon,Ships from and sold by Amazon.com.
1057,"Boon Grass Countertop Drying Rack,Green",39.54,12.0,19.08,Tokyo Fantastic Collections,Other,Amazon,Ships from and sold by Amazon.com.
1058,"Boon Grass Countertop Drying Rack,Green",39.87,12.0,19.08,Club JM,Other,Amazon,Ships from and sold by Amazon.com.
1059,"Boon Grass Countertop Drying Rack,Green",39.99,12.0,19.08,RSC Store,Other,Amazon,Ships from and sold by Amazon.com.
1060,"Boon Grass Countertop Drying Rack,Green",39.99,12.0,19.08,Luconcie,Other,Amazon,Ships from and sold by Amazon.com.
1061,Boon Pipes Water Pipes Bath Toy,14.98,13.22,19.81,ANB BABY,Other,Amazon,Ships from and sold by Amazon.com.
1062,Boon Pipes Water Pipes Bath Toy,19.64,13.22,19.81,American Premium Store,Other,Amazon,Ships from and sold by Amazon.com.
1063,Boon Pipes Water Pipes Bath Toy,19.81,13.22,19.81,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com.
1064,Boon Pipes Water Pipes Bath Toy,19.94,13.22,19.81,Fat Brain Toys,Other,Amazon,Ships from and sold by Amazon.com.
1065,Boon Pipes Water Pipes Bath Toy,19.95,13.22,19.81,upup365,Other,Amazon,Ships from and sold by Amazon.com.
1066,Boon Pipes Water Pipes Bath Toy,20.69,13.22,19.81,Juvenile & Toys,Other,Amazon,Ships from and sold by Amazon.com.
1067,Boon Pipes Water Pipes Bath Toy,20.91,13.22,19.81,sushka,Other,Amazon,Ships from and sold by Amazon.com.
1068,Boon Pipes Water Pipes Bath Toy,20.99,13.22,19.81,TheNewMall,Other,Amazon,Ships from and sold by Amazon.com.
1069,Boon Pipes Water Pipes Bath Toy,21.17,13.22,19.81,Best Brands Toys,Other,Amazon,Ships from and sold by Amazon.com.
1070,Boon Pipes Water Pipes Bath Toy,21.22,13.22,19.81,Toys US,Other,Amazon,Ships from and sold by Amazon.com.
1071,Boon Pipes Water Pipes Bath Toy,21.58,13.22,19.81,Best Service Stores,FBA,Amazon,Ships from and sold by Amazon.com.
1072,Boon Pipes Water Pipes Bath Toy,21.59,13.22,19.81,"Diapers.com (Quidsi Retail, an Amazon company)",Other,Amazon,Ships from and sold by Amazon.com.
1073,Boon Pipes Water Pipes Bath Toy,21.75,13.22,19.81,HomeOnline,Other,Amazon,Ships from and sold by Amazon.com.
1074,Boon Pipes Water Pipes Bath Toy,21.94,13.22,19.81,ToyandSport,Other,Amazon,Ships from and sold by Amazon.com.
1075,Boon Pipes Water Pipes Bath Toy,22.1,13.22,19.81,DropAir,Other,Amazon,Ships from and sold by Amazon.com.
1076,Boon Pipes Water Pipes Bath Toy,22.43,13.22,19.81,ZANY Values,FBA,Amazon,Ships from and sold by Amazon.com.
1077,Boon Pipes Water Pipes Bath Toy,23.06,13.22,19.81,5 Toys,FBA,Amazon,Ships from and sold by Amazon.com.
1078,Boon Pipes Water Pipes Bath Toy,24.38,13.22,19.81,goHastings,Other,Amazon,Ships from and sold by Amazon.com.
1079,Boon Pipes Water Pipes Bath Toy,24.86,13.22,19.81,Mush Bucs Sporting,Other,Amazon,Ships from and sold by Amazon.com.
1080,Boon Pipes Water Pipes Bath Toy,25.94,13.22,19.81,Our Baby Our World,Other,Amazon,Ships from and sold by Amazon.com.
1081,Boon Pipes Water Pipes Bath Toy,26.74,13.22,19.81,shelproducts,Other,Amazon,Ships from and sold by Amazon.com.
1082,Boon Pipes Water Pipes Bath Toy,28.22,13.22,19.81,"Global Supplies (We currently can't ship to, HI, AK,APO,FPO, POB)",Other,Amazon,Ships from and sold by Amazon.com.
1083,Boon Pipes Water Pipes Bath Toy,29.98,13.22,19.81,TheNewMall,Other,Amazon,Ships from and sold by Amazon.com.
1084,Boon Pipes Water Pipes Bath Toy,39.89,13.22,19.81,head66,Other,Amazon,Ships from and sold by Amazon.com.
1085,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",41.98,29.99,47.39,Bigsavingz,Other,Amazon,Ships from and sold by Amazon.com.
1086,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",41.99,29.99,47.39,Ga|actic Deals',Other,Amazon,Ships from and sold by Amazon.com.
1087,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",42.0,29.99,47.39,Special Gift Box',Other,Amazon,Ships from and sold by Amazon.com.
1088,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",42.94,29.99,47.39,abcreading,Other,Amazon,Ships from and sold by Amazon.com.
1089,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",42.94,29.99,47.39,#1BEST SELLER,Other,Amazon,Ships from and sold by Amazon.com.
1090,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",43.5,29.99,47.39,Galactic  Deals,Other,Amazon,Ships from and sold by Amazon.com.
1091,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",44.37,29.99,47.39,MINDeyes,Other,Amazon,Ships from and sold by Amazon.com.
1092,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",46.61,29.99,47.39,Special Gift Box,Other,Amazon,Ships from and sold by Amazon.com.
1093,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",47.39,29.99,47.39,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com.
1094,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",48.92,29.99,47.39,ez bAZaar,Other,Amazon,Ships from and sold by Amazon.com.
1095,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",48.97,29.99,47.39,Box O' Mart,Other,Amazon,Ships from and sold by Amazon.com.
1096,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",49.99,29.99,47.39,USA Online Bargains,Other,Amazon,Ships from and sold by Amazon.com.
1097,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",50.9,29.99,47.39,Honeyn'Bunny,Other,Amazon,Ships from and sold by Amazon.com.
1098,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",50.95,29.99,47.39,Melon007,Other,Amazon,Ships from and sold by Amazon.com.
1099,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",50.97,29.99,47.39,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
1100,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",51.31,29.99,47.39,Smile Holiday,Other,Amazon,Ships from and sold by Amazon.com.
1101,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",51.97,29.99,47.39,TeaBoxes,Other,Amazon,Ships from and sold by Amazon.com.
1102,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",52.0,29.99,47.39,77three,Other,Amazon,Ships from and sold by Amazon.com.
1103,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",52.8,29.99,47.39,FT Services & Distribution LLC,Other,Amazon,Ships from and sold by Amazon.com.
1104,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",52.99,29.99,47.39,Eastern  Shop Inc,Other,Amazon,Ships from and sold by Amazon.com.
1105,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",56.32,29.99,47.39,Trending America,Other,Amazon,Ships from and sold by Amazon.com.
1106,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",65.55,29.99,47.39,Honeyn'Bunny,Other,Amazon,Ships from and sold by Amazon.com.
1107,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",65.55,29.99,47.39,D-Prompt,Other,Amazon,Ships from and sold by Amazon.com.
1108,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",69.9,29.99,47.39,Cinnam,Other,Amazon,Ships from and sold by Amazon.com.
1109,"Brawny Pick-A-Size Paper Towels, 24 Giant Rolls",69.99,29.99,47.39,Melon007,Other,Amazon,Ships from and sold by Amazon.com.
1110,Brica Seat Guardian Car Seat Protector,27.49,21.59,29.31,"Diapers.com (Quidsi Retail, an Amazon company)",Other,Amazon,Ships from and sold by Amazon.com.
1111,Brica Seat Guardian Car Seat Protector,29.31,21.59,29.31,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com.
1112,Brica Seat Guardian Car Seat Protector,29.79,21.59,29.31,BabyHaven,Other,Amazon,Ships from and sold by Amazon.com.
1113,Brica Seat Guardian Car Seat Protector,31.69,21.59,29.31,RedBarn,FBA,Amazon,Ships from and sold by Amazon.com.
1114,Brica Seat Guardian Car Seat Protector,35.1,21.59,29.31,MOCCO,Other,Amazon,Ships from and sold by Amazon.com.
1115,Brica Seat Guardian Car Seat Protector,35.21,21.59,29.31,Quidsi Retail LLC,FBA,Amazon,Ships from and sold by Amazon.com.
1116,Brica Seat Guardian Car Seat Protector,35.33,21.59,29.31,The Amazing  Store,Other,Amazon,Ships from and sold by Amazon.com.
1117,Brica Seat Guardian Car Seat Protector,36.85,21.59,29.31,Happy Titan,Other,Amazon,Ships from and sold by Amazon.com.
1118,Brica Seat Guardian Car Seat Protector,38.2,21.59,29.31,Tempus & Co.,Other,Amazon,Ships from and sold by Amazon.com.
1119,Brica Seat Guardian Car Seat Protector,40.29,21.59,29.31,Britt & Jules,Other,Amazon,Ships from and sold by Amazon.com.
1120,Brica Seat Guardian Car Seat Protector,42.83,21.59,29.31,DropAir,Other,Amazon,Ships from and sold by Amazon.com.
1121,Brica Seat Guardian Car Seat Protector,43.51,21.59,29.31,Hobby Hunters,FBA,Amazon,Ships from and sold by Amazon.com.
1122,Brica Seat Guardian Car Seat Protector,46.13,21.59,29.31,Macro Baby,Other,Amazon,Ships from and sold by Amazon.com.
1123,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,7.15,26.94,34.81,Parker9smussen,Other,Amazon,Ships from and sold by Amazon.com.
1124,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,25.93,26.94,34.81,wilstore226,Other,Amazon,Ships from and sold by Amazon.com.
1125,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,30.88,26.94,34.81,DiscountClub,Other,Amazon,Ships from and sold by Amazon.com.
1126,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,30.89,26.94,34.81,Gr8OnlineDeals,Other,Amazon,Ships from and sold by Amazon.com.
1127,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,31.99,26.94,34.81,SAHARA MARKET,Other,Amazon,Ships from and sold by Amazon.com.
1128,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,32.99,26.94,34.81,MINDeyes,Other,Amazon,Ships from and sold by Amazon.com.
1129,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,32.99,26.94,34.81,LGeOO Electronics,Other,Amazon,Ships from and sold by Amazon.com.
1130,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,33.67,26.94,34.81,Discountdepot53,Other,Amazon,Ships from and sold by Amazon.com.
1131,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,33.84,26.94,34.81,Blazers Street,Other,Amazon,Ships from and sold by Amazon.com.
1132,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,34.49,26.94,34.81,DropAir,Other,Amazon,Ships from and sold by Amazon.com.
1133,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,34.76,26.94,34.81,Teds Electronics,Other,Amazon,Ships from and sold by Amazon.com.
1134,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,34.81,26.94,34.81,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com.
1135,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,34.99,26.94,34.81,amazingdiscountdeals,Other,Amazon,Ships from and sold by Amazon.com.
1136,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,35.98,26.94,34.81,FanTasy,Other,Amazon,Ships from and sold by Amazon.com.
1137,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,35.98,26.94,34.81,Edward`s shop,Other,Amazon,Ships from and sold by Amazon.com.
1138,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,35.99,26.94,34.81,bastboot,Other,Amazon,Ships from and sold by Amazon.com.
1139,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,36.37,26.94,34.81,XoXoGroupLLC,Other,Amazon,Ships from and sold by Amazon.com.
1140,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,37.73,26.94,34.81,DigitalEtc,Other,Amazon,Ships from and sold by Amazon.com.
1141,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,37.99,26.94,34.81,ProKingDeals,Other,Amazon,Ships from and sold by Amazon.com.
1142,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,37.99,26.94,34.81,SergeSeller,Other,Amazon,Ships from and sold by Amazon.com.
1143,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,38.14,26.94,34.81,SellerTech0101,Other,Amazon,Ships from and sold by Amazon.com.
1144,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,38.16,26.94,34.81,MaliYoung,Other,Amazon,Ships from and sold by Amazon.com.
1145,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,38.17,26.94,34.81,Selling_Genius,Other,Amazon,Ships from and sold by Amazon.com.
1146,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,39.12,26.94,34.81,LGeOO Electronics,Other,Amazon,Ships from and sold by Amazon.com.
1147,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,39.72,26.94,34.81,Namtip Store,Other,Amazon,Ships from and sold by Amazon.com.
1148,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,39.79,26.94,34.81,Beach Audio,Other,Amazon,Ships from and sold by Amazon.com.
1149,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,39.95,26.94,34.81,superior sales,Other,Amazon,Ships from and sold by Amazon.com.
1150,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,39.99,26.94,34.81,Mild Shop,Other,Amazon,Ships from and sold by Amazon.com.
1151,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,40.15,26.94,34.81,sell4less85,Other,Amazon,Ships from and sold by Amazon.com.
1152,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,40.98,26.94,34.81,SellerOfTheBest,Other,Amazon,Ships from and sold by Amazon.com.
1153,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,41.83,26.94,34.81,HomeGoodsOnline,Other,Amazon,Ships from and sold by Amazon.com.
1154,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,41.84,26.94,34.81,"UnbeatableSale, Inc",Other,Amazon,Ships from and sold by Amazon.com.
1155,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,42.12,26.94,34.81,C & M Trade,Other,Amazon,Ships from and sold by Amazon.com.
1156,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,42.49,26.94,34.81,Topatop Deals,Other,Amazon,Ships from and sold by Amazon.com.
1157,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,42.59,26.94,34.81,Husk Selections,Other,Amazon,Ships from and sold by Amazon.com.
1158,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,42.99,26.94,34.81,Rainy Day Specials,Other,Amazon,Ships from and sold by Amazon.com.
1159,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,43.55,26.94,34.81,AIB-Global,Other,Amazon,Ships from and sold by Amazon.com.
1160,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,43.64,26.94,34.81,KBU Store,Other,Amazon,Ships from and sold by Amazon.com.
1161,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,43.77,26.94,34.81,e-choices,Other,Amazon,Ships from and sold by Amazon.com.
1162,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,43.77,26.94,34.81,e-choices,Other,Amazon,Ships from and sold by Amazon.com.
1163,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,44.98,26.94,34.81,VirVentures,Other,Amazon,Ships from and sold by Amazon.com.
1164,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,45.41,26.94,34.81,KZANDO,Other,Amazon,Ships from and sold by Amazon.com.
1165,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,45.8,26.94,34.81,Happy Titan,Other,Amazon,Ships from and sold by Amazon.com.
1166,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,45.88,26.94,34.81,TeaBoxes,Other,Amazon,Ships from and sold by Amazon.com.
1167,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,45.98,26.94,34.81,SellerOfTheBest,Other,Amazon,Ships from and sold by Amazon.com.
1168,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,46.18,26.94,34.81,Namtip Store,Other,Amazon,Ships from and sold by Amazon.com.
1169,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.0,26.94,34.81,Sales On Deck,Other,Amazon,Ships from and sold by Amazon.com.
1170,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.15,26.94,34.81,TICBAG,Other,Amazon,Ships from and sold by Amazon.com.
1171,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.48,26.94,34.81,Pim Jai,Other,Amazon,Ships from and sold by Amazon.com.
1172,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.61,26.94,34.81,Sivart Vault,Other,Amazon,Ships from and sold by Amazon.com.
1173,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.73,26.94,34.81,MoTout,Other,Amazon,Ships from and sold by Amazon.com.
1174,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.77,26.94,34.81,Queen of Sales,Other,Amazon,Ships from and sold by Amazon.com.
1175,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,48.99,26.94,34.81,All.For You,Other,Amazon,Ships from and sold by Amazon.com.
1176,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.14,26.94,34.81,oceanclublights,Other,Amazon,Ships from and sold by Amazon.com.
1177,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.29,26.94,34.81,E&M INC,Other,Amazon,Ships from and sold by Amazon.com.
1178,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.37,26.94,34.81,Alpine Sports USA,Other,Amazon,Ships from and sold by Amazon.com.
1179,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.94,26.94,34.81,Barefoot Lifestyle,Other,Amazon,Ships from and sold by Amazon.com.
1180,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.95,26.94,34.81,GlobeWarehouse,Other,Amazon,Ships from and sold by Amazon.com.
1181,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.98,26.94,34.81,XaliShop,Other,Amazon,Ships from and sold by Amazon.com.
1182,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.99,26.94,34.81,STAR HOUSE,Other,Amazon,Ships from and sold by Amazon.com.
1183,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.99,26.94,34.81,WersalinaStore,Other,Amazon,Ships from and sold by Amazon.com.
1184,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,49.99,26.94,34.81,Melon007,Other,Amazon,Ships from and sold by Amazon.com.
1185,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,50.0,26.94,34.81,TheNavigator,Other,Amazon,Ships from and sold by Amazon.com.
1186,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,50.4,26.94,34.81,Corgi Lamps,Other,Amazon,Ships from and sold by Amazon.com.
1187,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,50.5,26.94,34.81,Brittany-Market,Other,Amazon,Ships from and sold by Amazon.com.
1188,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,50.94,26.94,34.81,PR Concept,Other,Amazon,Ships from and sold by Amazon.com.
1189,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,50.98,26.94,34.81,Boutique Net,Other,Amazon,Ships from and sold by Amazon.com.
1190,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,51.0,26.94,34.81,MocaBike,Other,Amazon,Ships from and sold by Amazon.com.
1191,Brita 10 Cup Everyday BPA Free Water Pitcher with 1 Filter,51.65,26.94,34.81,TICBAG,Other,Amazon,Ships from and sold by Amazon.com.
1192,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",11.96,10.38,15.78,Pharmapacks,Other,Amazon,Ships from and sold by Amazon.com.
1193,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",13.3,10.38,15.78,FedBeauty Express,Other,Amazon,Ships from and sold by Amazon.com.
1194,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",13.31,10.38,15.78,BBeauty.2U,Other,Amazon,Ships from and sold by Amazon.com.
1195,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",13.4,10.38,15.78,overstockdrugstore,Other,Amazon,Ships from and sold by Amazon.com.
1196,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",14.48,10.38,15.78,"Diapers.com (Quidsi Retail, an Amazon company)",Other,Amazon,Ships from and sold by Amazon.com.
1197,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",14.98,10.38,15.78,Lu Lu's Market,Other,Amazon,Ships from and sold by Amazon.com.
1198,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",15.78,10.38,15.78,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com.
1199,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",15.78,10.38,15.78,Chen_FM,FBA,Amazon,Ships from and sold by Amazon.com.
1200,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",16.5,10.38,15.78,Izzy's Shop n Ship,Other,Amazon,Ships from and sold by Amazon.com.
1201,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",16.99,10.38,15.78,JacksCountryStore,Other,Amazon,Ships from and sold by Amazon.com.
1202,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",17.61,10.38,15.78,Pink Lotus Outlet,FBA,Amazon,Ships from and sold by Amazon.com.
1203,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",17.74,10.38,15.78,Smallflower,Other,Amazon,Ships from and sold by Amazon.com.
1204,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",17.98,10.38,15.78,Swanson Health Products,Other,Amazon,Ships from and sold by Amazon.com.
1205,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",18.19,10.38,15.78,TheNewMall,Other,Amazon,Ships from and sold by Amazon.com.
1206,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",18.81,10.38,15.78,Best Brands Toys,Other,Amazon,Ships from and sold by Amazon.com.
1207,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",18.94,10.38,15.78,VitaminLife,Other,Amazon,Ships from and sold by Amazon.com.
1208,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",19.19,10.38,15.78,MeagaDeal,Other,Amazon,Ships from and sold by Amazon.com.
1209,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",19.19,10.38,15.78,Axis2000LLC,Other,Amazon,Ships from and sold by Amazon.com.
1210,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",19.19,10.38,15.78,Axis2000LLC,Other,Amazon,Ships from and sold by Amazon.com.
1211,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",19.19,10.38,15.78,MeagaDeal,Other,Amazon,Ships from and sold by Amazon.com.
1212,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",20.73,10.38,15.78,cafemuseo,FBA,Amazon,Ships from and sold by Amazon.com.
1213,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",20.73,10.38,15.78,MINDeyes,Other,Amazon,Ships from and sold by Amazon.com.
1214,"Burt's Bees Mama Bee Belly Butter, 6.5 Ounce Tub",21.05,10.38,15.78,IPROZON,Other,Amazon,Ships from and sold by Amazon.com.
